CustomerID,Title,FirstName,MiddleName,LastName,Suffix,AddressLine1,AddressLine2,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,BikeBuyer
20318,,Jonathan,,Gonzales,,3177 Mt. Etna Drive,,Milwaukie,Oregon,United States,97222,381-555-0125,1961-05-09,High School,Professional,M,S,1,1,1,2,96953.0,0
17657,,Derek,,Kumar,,9940 Detroit Ave.,,Spokane,Washington,United States,99202,598-555-0170,1974-11-18,Partial College,Clerical,M,M,0,2,3,3,144908.0,1
13237,,Anne,,Ramos,,469 Alexander Pl.,,Hervey Bay,Queensland,Australia,4655,192-555-0176,1973-05-05,Bachelors ,Professional,F,M,0,3,0,0,47350.0,1
27696,,Jerry,F,Luo,,0144 Meadowbrook Court,,Versailles,Yveline,France,78000,938-555-0169,1951-02-16,Partial College,Clerical,M,M,1,2,2,2,72519.0,1
22960,,David,,Alexander,,2622 Cl St.,,Concord,California,United States,94519,911-555-0163,1962-05-10,Bachelors ,Management,M,M,0,0,1,2,31502.0,0
27573,,Bianca,A,Zhang,,7266 Clayton Road,,Berlin,Hamburg,Germany,12311,445-555-0158,1969-08-15,Bachelors ,Professional,F,M,0,0,0,0,105637.0,0
15093,,Daniel,,Wood,,4501 Concord Ct.,,Long Beach,California,United States,90802,804-555-0129,1947-05-09,Graduate Degree,Professional,M,S,0,0,2,3,82016.0,1
23068,,Andrew,M,Watson,,8634 Hoaslie Dr.,,Renton,Washington,United States,98055,197-555-0117,1972-11-23,Graduate Degree,Management,M,M,1,2,0,3,56931.0,0
24804,,Stacey,,Zhang,,9390 Shadow Falls Drive,,Findon,South Australia,Australia,5023,887-555-0112,1969-02-10,Bachelors ,Professional,F,S,0,4,0,0,79988.0,1
20993,,Jodi,R,Xu,,"4611, rue Villedo",,Gold Coast,Queensland,Australia,4217,1 (11) 500 555-0178,1980-04-14,Partial College,Skilled Manual,F,M,0,3,4,5,15637.0,1
26034,,Kara,,Deng,,"909, avenue des Laurentides",,St. Leonards,New South Wales,Australia,2065,1 (11) 500 555-0156,1952-03-13,Bachelors ,Clerical,F,M,1,0,0,0,73998.0,0
28483,,Mary,,Allen,,"55, cours Mirabeau",,Lynnwood,Washington,United States,98036,1 (11) 500 555-0126,1952-11-04,Graduate Degree,Professional,F,M,1,0,0,5,136291.0,0
17493,,Kristy,,Rubio,,"24, rue des Grands Champs",,Versailles,Yveline,France,78000,1 (11) 500 555-0175,1947-04-07,High School,Professional,F,S,1,2,1,5,57375.0,0
21958,,Arthur,G,Mehta,,Auf Der Steige 613,,Sulzbach Taunus,Saarland,Germany,66272,1 (11) 500 555-0147,1967-02-09,Bachelors ,Clerical,M,S,0,0,1,1,96960.0,1
21350,,Albert,M,Ruiz,,3280 Mills Dr.,,Goulburn,New South Wales,Australia,2580,526-555-0171,1966-07-14,Partial College,Management,M,M,0,3,5,5,82158.0,1
23809,,Latoya,V,Becker,,694-555-019 San Ramon Road,,Hervey Bay,Queensland,Australia,4655,710-555-0145,1941-09-03,Bachelors ,Professional,F,M,1,4,5,5,50969.0,1
11052,,Ebony,E,Moyer,,934 Rotherham Dr.,,Melbourne,Victoria,Australia,3000,226-555-0184,1958-10-22,Bachelors ,Professional,F,M,1,3,0,0,63480.0,0
13542,,Clayton,,Zhang,,6068 Chickpea Ct.,,Sooke,British Columbia,Canada,V0,1 (11) 500 555-0118,1962-12-14,High School,Skilled Manual,M,S,0,3,4,4,58281.0,1
29277,,Steve,I,Zheng,,"12, rue de Bas Marin",,Glendale,California,United States,91203,1 (11) 500 555-0144,1963-10-13,High School,Professional,M,S,1,2,1,3,35202.0,1
23347,,Katie,D,Chander,,5457 N. Spoonwood Ct.,,Neunkirchen,Saarland,Germany,66578,1 (11) 500 555-0171,1969-10-05,Bachelors ,Skilled Manual,F,M,1,1,0,1,99795.0,0
16900,,Gloria,L,Blanco,,4839 Sharon Dr,,South Melbourne,Victoria,Australia,3205,1 (11) 500 555-0114,1948-09-12,Bachelors ,Professional,F,S,0,3,0,0,104186.0,1
28941,,Ricky,D,Rubio,,7121 Joan Ave.,,Torrance,California,United States,90505,1 (11) 500 555-0174,1980-03-10,Partial College,Clerical,M,M,1,1,0,1,151058.0,0
13903,,,,Moreno,,"7675, rue Basse-du-Rocher",,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0138,1951-02-05,Bachelors ,Professional,M,S,1,1,0,0,168512.0,0
28463,,Dalton,,Lewis,,"19, avenue des Champs-Elysées",,Darmstadt,Hessen,Germany,64283,1 (11) 500 555-0156,1961-07-06,High School,Professional,M,M,0,2,1,5,66934.0,0
26230,,Kristopher,C,Kapoor,,2318 Pass Dr,,Hervey Bay,Queensland,Australia,4655,793-555-0175,1967-05-24,High School,Manual,M,M,1,0,1,1,26968.0,0
12673,,Matthew,,Brown,,5458 Collins Drive,,Burbank,California,United States,91502,1 (11) 500 555-0170,1973-11-05,Bachelors ,Skilled Manual,M,S,1,2,4,4,95416.0,1
22832,,Arturo,M,Xie,,4683 Yosemite Ct.,,Sèvres,Hauts de Seine,France,92310,1 (11) 500 555-0152,1977-10-22,Partial College,Clerical,M,S,0,1,0,0,103348.0,0
22694,,Jennifer,C,Bryant,,3337 Seagull Court,,Seattle,Washington,United States,98104,1 (11) 500 555-0144,1970-07-15,Bachelors ,Management,F,S,0,0,1,2,13788.0,1
25340,,Jordyn,J,Perry,,7164 Bundros Court,,Berkeley,California,United States,94704,1 (11) 500 555-0128,1976-04-24,Graduate Degree,Professional,F,S,0,1,0,0,70155.0,1
19686,,Pedro,H,Moreno,,Roßstr 9928,,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0162,1971-08-23,Bachelors ,Professional,M,M,1,1,0,0,107437.0,0
23407,,Jack,,Wright,,4333 Cook Street,,Bellflower,California,United States,90706,1 (11) 500 555-0118,1975-11-07,Bachelors ,Professional,M,S,0,1,0,0,146973.0,1
23815,,Grace,,Davis,,9029 Condor Drive,,Burbank,California,United States,91502,1 (11) 500 555-0141,1967-06-25,Bachelors ,Professional,F,S,0,1,0,0,91143.0,0
16479,,Fernando,E,Hill,,7514 Cartick Dr.,,Lane Cove,New South Wales,Australia,1597,1 (11) 500 555-0199,1959-06-19,Bachelors ,Clerical,M,S,0,0,0,0,32528.0,0
22311,,Alejandro,,Lin,,Zur Lindung 7,,Berlin,Nordrhein-Westfalen,Germany,14197,1 (11) 500 555-0128,1956-06-25,Graduate Degree,Clerical,M,M,1,0,0,1,53107.0,1
14963,,Haley,C,Thomas,,"66, avenue des Ternes",,Chatou,Yveline,France,78400,1 (11) 500 555-0119,1971-03-07,Partial College,Professional,F,M,1,4,3,3,51465.0,0
23262,,Jessica,,Long,,4214 Orangewood Court,,Woodland Hills,California,United States,91364,651-555-0199,1963-08-04,Graduate Degree,Professional,F,M,0,0,0,4,71492.0,1
24412,,Lucas,,Phillips,,9406 May Rdop Circle,,West Covina,California,United States,91791,798-555-0100,1956-10-24,High School,Professional,M,S,0,3,0,5,90761.0,0
26157,,Carlos,,Carter,,5869 C Mt. Hood Circle,,Redwood City,California,United States,94063,175-555-0130,1949-06-04,Bachelors ,Management,M,M,1,2,0,4,46703.0,0
19987,,Arturo,,Shen,,8647 West Hookston Road,# 4,Caloundra,Queensland,Australia,4551,864-555-0155,1966-04-08,Bachelors ,Professional,M,S,0,3,0,0,69785.0,1
21581,,Shawna,,Shen,,1134 Canyon Creek Drive,,Billericay,England,United Kingdom,CM11,512-555-0162,1971-09-26,High School,Manual,F,S,1,0,4,4,60710.0,1
27871,,Danny,L,Romero,,2210 Fox Way,,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0160,1960-04-07,Bachelors ,Professional,M,M,0,3,4,4,79303.0,1
21652,,Lucas,,Barnes,,8589 Laurel Dr.,,Burbank,California,United States,91502,1 (11) 500 555-0117,1969-03-28,Partial College,Skilled Manual,M,M,0,1,0,0,95403.0,0
12481,,Brandon,M,Long,,9715 Marnquapin Court,,Chula Vista,California,United States,91910,1 (11) 500 555-0142,1958-03-14,Partial College,Professional,M,S,1,2,3,4,12441.0,1
24112,,Randall,W,Serrano,,7913 Lining Dr.,,Brisbane,Queensland,Australia,4000,1 (11) 500 555-0125,1964-09-15,Bachelors ,Professional,M,M,1,1,0,0,18826.0,0
25655,,Jaclyn,A,Chen,,"12, avenue de Norvege",,Oakland,California,United States,94611,1 (11) 500 555-0124,1973-12-11,Graduate Degree,Management,F,S,1,3,0,1,172606.0,1
11967,,Alex,G,Reed,,"163, rue Basse-du-Rocher",,Cliffside,British Columbia,Canada,V8Y 1L1,1 (11) 500 555-0167,1977-06-15,High School,Professional,M,S,0,2,1,2,52442.0,1
19691,,Seth,A,Miller,,6841 Sharon Dr.,,Vancouver,British Columbia,Canada,V7L 4J4,606-555-0112,1971-06-03,Partial College,Professional,M,S,1,3,3,4,136949.0,1
25760,,Felicia,C,Gomez,,3450 Glen Court,,Bellingham,Washington,United States,98225,1 (11) 500 555-0190,1963-06-11,Bachelors ,Management,F,M,0,2,0,4,53832.0,0
28187,,Bryan,,Howard,,9821 Zatterhorn Court,,Lancaster,England,United Kingdom,LA1 1LN,330-555-0100,1965-04-19,Partial College,Manual,M,S,1,0,2,2,113641.0,1
14822,,Heather,D,Lu,,6169 Bailey Road,,Saint Ouen,Somme,France,80610,852-555-0194,1943-11-26,Partial High School,Skilled Manual,F,M,1,3,1,5,167102.0,0
23793,,Sean,P,Ramirez,,1938-12- Haven Drive,,Bremerton,Washington,United States,98312,1 (11) 500 555-0132,1961-03-17,Partial College,Professional,M,M,1,1,0,0,78935.0,0
26818,,Jack,J,Young,,9605 Northridge Road,,Seattle,Washington,United States,98104,1 (11) 500 555-0119,1949-03-15,Bachelors ,Professional,M,S,1,1,0,0,41757.0,0
17102,,Brad,,Raje,,Klara Straße 85,,North Ryde,New South Wales,Australia,2113,1 (11) 500 555-0128,1945-05-14,Bachelors ,Professional,M,S,0,3,0,0,157569.0,1
23311,,Derrick,J,Gomez,,Residenz Straße 2664,,Findon,South Australia,Australia,5023,1 (11) 500 555-0128,1960-07-23,Partial College,Clerical,M,S,0,2,0,2,62144.0,0
17941,,Brandon,F,Ross,,5728 Kenston Dr,,Goulburn,New South Wales,Australia,2580,1 (11) 500 555-0194,1961-02-02,Bachelors ,Professional,M,S,1,2,0,0,23993.0,0
11403,,Melody,,Rubio,,1411 San Ramon Road,,Lake Oswego,Oregon,United States,97034,609-555-0135,1959-11-24,High School,Skilled Manual,F,M,1,2,0,0,124380.0,0
18005,,Richard,C,Diaz,,6469 Meaham Drive,,Oakland,California,United States,94611,1 (11) 500 555-0160,1961-11-13,Bachelors ,Skilled Manual,M,S,1,0,2,2,99066.0,0
22519,,Melanie,L,Garcia,,"77, rue du Puits Dixme",,Burbank,California,United States,91502,1 (11) 500 555-0114,1946-02-11,Bachelors ,Management,F,M,1,2,0,5,36050.0,0
12279,,Krista,L,Alonso,,1063 Bellwood Dr.,,Caloundra,Queensland,Australia,4551,1 (11) 500 555-0114,1971-07-23,Bachelors ,Professional,F,S,1,1,2,2,15637.0,1
22516,,Ian,,Parker,,4630 Ironwood Way,,Bremerton,Washington,United States,98312,1 (11) 500 555-0183,1975-04-08,Bachelors ,Management,M,M,0,2,1,4,34881.0,0
18336,,Emma,,Flores,,5012 El Dorado Way,,Westminster,British Columbia,Canada,V3L 1H4,1 (11) 500 555-0162,1945-10-20,High School,Professional,F,M,1,1,3,4,65990.0,1
12799,,Bailey,F,Bailey,,3409 Medina Dr.,,Oakland,California,United States,94611,1 (11) 500 555-0184,1963-08-06,Bachelors ,Professional,F,M,1,2,2,4,134959.0,1
21409,,Ebony,S,Sai,,8280 Pecan Street,,Coffs Harbour,New South Wales,Australia,2450,1 (11) 500 555-0131,1959-05-16,Bachelors ,Professional,F,S,0,1,0,0,145949.0,0
13209,,Katherine,L,Carter,,8375 Highland Drive,,Kirkland,Washington,United States,98033,873-555-0156,1954-10-08,High School,Skilled Manual,F,S,0,2,0,0,137866.0,0
15231,,Julian,,Washington,,6398 Mt. Washington,,Beverly Hills,California,United States,90210,277-555-0194,1957-11-26,Partial College,Clerical,M,M,1,1,0,1,98980.0,0
13947,,Isaiah,M,Hill,,8446 Coldwater Drive,,Yakima,Washington,United States,98901,160-555-0150,1957-10-09,Bachelors ,Management,M,M,0,3,0,5,114981.0,0
20451,,James,D,Miller,,1218 Riverside Dr.,,Sedro Woolley,Washington,United States,98284,855-555-0153,1958-02-02,Partial College,Professional,M,M,1,1,3,3,69896.0,0
12220,,Ashlee,,Anand,,Kappellweg 242,,Cliffside,British Columbia,Canada,V8Y 1L1,1 (11) 500 555-0124,1960-01-02,Graduate Degree,Management,F,S,0,2,0,4,60322.0,0
20061,,Taylor,A,Bennett,,438 Laguna Niguel,,Bellingham,Washington,United States,98225,1 (11) 500 555-0198,1970-03-22,Partial College,Professional,F,M,1,2,2,4,42752.0,0
21625,,Gloria,W,Carlson,,2382 Greer Ave,,Goulburn,New South Wales,Australia,2580,1 (11) 500 555-0171,1962-03-11,Partial High School,Clerical,F,S,1,2,1,2,83215.0,0
15203,,Riley,T,Alexander,,1957-11-1zridge Court,,Bremerton,Washington,United States,98312,1 (11) 500 555-0115,1955-03-22,Graduate Degree,Professional,F,S,1,2,5,5,39376.0,1
15823,,Mary,,Lopez,,9234 West Hill Road,,Walla Walla,Washington,United States,99362,1 (11) 500 555-0146,1967-08-19,Bachelors ,Skilled Manual,F,M,1,1,1,1,93988.0,0
13940,,Ryan,,Martinez,,3350 Wood Creek Circle,,Concord,California,United States,94519,1 (11) 500 555-0125,1968-10-07,Partial College,Skilled Manual,M,M,1,1,0,0,115951.0,0
24859,,Pedro,A,Murphy,,5704 N. Silver Spring,,Burbank,California,United States,91502,1 (11) 500 555-0156,1954-09-21,Bachelors ,Management,M,S,0,2,0,3,172195.0,0
26135,,Shaun,J,Li,,6369 Maywood Lane,,Gateshead,England,United Kingdom,GA10,1 (11) 500 555-0144,1960-06-16,Bachelors ,Clerical,M,S,0,0,0,1,48816.0,1
23704,,Aidan,A,Perry,,Am Grossen Dern  Hill,,Marysville,Washington,United States,98270,1 (11) 500 555-0154,1955-07-18,Bachelors ,Skilled Manual,M,M,1,0,3,3,135431.0,1
21022,,Franklin,A,Yang,,"75, rue de Maubeuge",,Cheltenham,England,United Kingdom,GL50,1 (11) 500 555-0174,1970-02-03,High School,Management,M,M,1,4,5,5,26373.0,1
28387,,Marcus,,Martin,,"50, rue Jean Mermoz",,Chula Vista,California,United States,91910,1 (11) 500 555-0142,1955-06-04,Graduate Degree,Management,M,M,1,2,0,5,67884.0,0
28185,,Joseph,T,Smith,,8307 Red View Road,,Coronado,California,United States,92118,1 (11) 500 555-0118,1957-07-04,Bachelors ,Skilled Manual,M,S,1,3,5,5,118570.0,1
16653,,Elizabeth,E,Johnson,,1739 Candlestick Dr.,,Berkeley,California,United States,94704,1 (11) 500 555-0180,1968-03-09,Bachelors ,Management,F,M,1,2,0,5,117827.0,0
15301,,Rachael,B,Fernandez,,9107 Flora Ave,,Renton,Washington,United States,98055,1 (11) 500 555-0119,1951-07-02,High School,Skilled Manual,F,S,0,3,4,4,51575.0,1
17747,,Sydney,,Peterson,,6219 St. Raphael Drive,,Bellingham,Washington,United States,98225,1 (11) 500 555-0157,1943-03-24,Partial College,Skilled Manual,F,M,1,1,0,1,23161.0,1
20796,,Eugene,L,Andersen,,"40, place de la République",,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0133,1964-05-22,High School,Management,M,M,1,4,5,5,35265.0,0
20556,,Jon,A,Kumar,,"16, avenue du Québec",,North Ryde,New South Wales,Australia,2113,1 (11) 500 555-0144,1956-12-23,High School,Skilled Manual,M,M,1,2,1,2,168854.0,0
14766,,Larry,A,Ramos,,9896 Lacanda Court,,Downey,California,United States,90241,171-555-0167,1949-05-15,Partial College,Skilled Manual,M,S,0,2,0,0,43438.0,0
22774,,Noah,K,Nelson,,1950-09- Garaven Way,,Cliffside,British Columbia,Canada,V8Y 1L1,663-555-0194,1954-06-10,Partial College,Professional,M,S,1,0,2,3,86953.0,0
22348,,Mary,,Phillips,,3384 Flora Avenue,,Yakima,Washington,United States,98901,635-555-0127,1951-09-15,Graduate Degree,Skilled Manual,F,M,1,0,0,0,26246.0,0
27266,,Elijah,,Roberts,,10807 Red View Way,,Bellflower,California,United States,90706,452-555-0199,1957-10-03,Bachelors ,Skilled Manual,M,S,1,1,2,2,87243.0,1
26621,,Karen,J,Liu,,4682 Hamilton Dr.,,Maidenhead,England,United Kingdom,SL67RJ,674-555-0158,1966-03-13,Partial College,Manual,F,S,1,1,0,2,93849.0,0
28330,,Hector,E,Alvarez,,1867 Martin St.,,Bury,England,United Kingdom,PE17,507-555-0188,1971-10-17,Partial High School,Manual,M,S,0,2,0,0,29996.0,0
25418,,Shannon,L,Alonso,,4404 Olive Hill,,Findon,South Australia,Australia,5023,931-555-0151,1970-01-24,Partial High School,Clerical,M,S,1,2,1,2,97711.0,0
19681,,Tina,G,Prasad,,7779 High Maple Court,,Warrington,England,United Kingdom,WA1,246-555-0116,1961-11-05,High School,Manual,F,S,1,0,2,2,82200.0,0
25030,,Dylan,S,Chen,,1044 Northridge Road,,Lincoln Acres,California,United States,91950,795-555-0136,1951-09-01,High School,Professional,M,M,1,2,1,2,56376.0,1
20196,,Clinton,,Munoz,,3004 Royal Vista Lane,,St. Leonards,New South Wales,Australia,2065,196-555-0100,1964-10-13,Graduate Degree,Management,M,M,1,3,5,5,37425.0,1
29354,,Sarah,D,Cooper,,7720 Edwards Ave,,Palo Alto,California,United States,94303,631-555-0126,1962-07-09,Partial High School,Clerical,F,S,0,2,0,0,82652.0,1
25998,,Jill,C,Ortega,,1284 Dancing Court,,Burbank,California,United States,91502,187-555-0178,1951-04-08,Graduate Degree,Skilled Manual,F,M,1,0,0,4,49324.0,0
21791,,Jacqueline,,Price,,745 Hackamore Lane,,Cliffside,British Columbia,Canada,V8Y 1L1,514-555-0134,1966-09-13,Partial College,Professional,F,S,1,0,3,4,69652.0,1
29347,,Martin,A,Madan,,4251 Mi Casa Court,,Goulburn,New South Wales,Australia,2580,589-555-0182,1959-05-29,High School,Skilled Manual,M,S,0,2,1,2,54035.0,0
14303,,Diana,H,Dominguez,,719 Gumwood Dr.,,Daly City,California,United States,94015,908-555-0133,1946-04-19,Graduate Degree,Professional,F,M,1,0,0,0,20756.0,0
12765,,Bailey,,Gray,,7492terfornia St,,Issaquah,Washington,United States,98027,197-555-0160,1948-10-07,Graduate Degree,Professional,F,S,1,1,0,0,51585.0,0
20281,,Devin,S,Anderson,, 4055 Norris Court,,Port Hammond,British Columbia,Canada,V6B 3P7,906-555-0115,1950-10-17,Bachelors ,Management,M,M,1,4,2,3,25140.0,0
18830,,Zachary,,Harris,,8486 Starh Valley Drive,,Puyallup,Washington,United States,98371,114-555-0188,1979-02-13,Graduate Degree,Professional,M,M,0,1,0,1,157242.0,1
23009,,Tiffany,M,Zheng,,15637 Landwood Drive,,Brisbane,Queensland,Australia,4000,149-555-0166,1951-09-23,Partial College,Skilled Manual,F,M,1,1,0,1,88670.0,0
28692,,Haley,,Morris,,8623 Mebra St,,Sedro Woolley,Washington,United States,98284,654-555-0119,1972-08-08,Partial College,Skilled Manual,F,M,0,1,0,1,65571.0,0
18975,,Wyatt,L,Diaz,,5911 Twinview Dr.,,Maidenhead,England,United Kingdom,SL67RJ,994-555-0148,1966-08-03,Partial College,Manual,M,M,1,0,1,1,52328.0,0
