CustomerID,Title,FirstName,MiddleName,LastName,Suffix,AddressLine1,AddressLine2,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,BikeBuyer
22279.0,,Pedro,,Munoz,,1251 Concord Valley Blvd.,,Saarbrücken,Saarland,Germany,66001,422-555-0128,1962-06-19,Partial High School,Manual,M,S,1,2,2,3,127112,0
28737.0,,Jackson,C,Flores,,2515 F St.,,Salem,Oregon,United States,97301,1 (11) 500 555-0195,1973-05-10,Bachelors ,Professional,M,M,1,3,2,4,45564,1
15249.0,,Erika,,Rubio,, Bl Cardinal Dr.,,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0173,1958-09-06,Partial College,Skilled Manual,F,M,1,2,0,2,92813,0
17224.0,,Leslie,,Sanz,,Hellweg 4924,,Grevenbroich,Bayern,Germany,41485,1 (11) 500 555-0182,1973-12-13,Bachelors ,Clerical,F,S,1,0,0,0,157939,0
12168.0,,Stacey,,Chander,,4810 Lofon Circle,,Gold Coast,Queensland,Australia,4217,1 (11) 500 555-0196,1969-06-04,Bachelors ,Professional,F,M,1,2,4,5,41055,0
18126.0,,Ernest,F,Wu,,9353 Price Lane,,Melton,Victoria,Australia,3337,1 (11) 500 555-0162,1963-09-08,Partial High School,Clerical,M,S,1,2,1,2,158168,0
20390.0,,Kelli,A,Gao,,Hellweg 948,,Brisbane,Queensland,Australia,4000,1 (11) 500 555-0145,1958-09-04,Partial College,Manual,F,S,1,1,0,0,176136,0
13045.0,,Philip,,Carlson,,"778, rue Mazagran",,Berkeley,California,United States,94704,1 (11) 500 555-0173,1967-09-19,Bachelors ,Skilled Manual,M,M,1,2,3,3,76719,1
17496.0,,Olivia,R,Reed,,7233 High Street,,Newton,British Columbia,Canada,V2M1P1,996-555-0153,1978-09-16,Partial College,Professional,F,M,1,3,4,5,120091,0
25038.0,,Ashley,G,Travers,,4490 Prike Road,,Geelong,Victoria,Australia,3220,948-555-0128,1941-11-05,Partial College,Skilled Manual,F,S,1,1,0,1,132665,0
22776.0,,Robert,,Lewis,,9632 Senderosa Drive,,Daly City,California,United States,94015,931-555-0181,1965-12-27,Graduate Degree,Professional,M,S,0,1,0,0,50969,1
20699.0,,Stephanie,B,Ross,,2153 Penney Oak Road,,Burien,Washington,United States,98168,299-555-0164,1961-02-19,Graduate Degree,Management,F,S,1,2,0,2,87874,0
17339.0,,Carmen,,Fernandez,,636 Peabody Road,,Hervey Bay,Queensland,Australia,4655,441-555-0113,1962-12-20,Bachelors ,Professional,F,S,0,1,0,0,55587,0
29328.0,,Trisha,J,Chen,,731-555-017 Glenhaven Ave.,,Melbourne,Victoria,Australia,3000,808-555-0116,1971-12-18,Partial College,Skilled Manual,F,M,1,1,0,1,84426,0
13169.0,,Louis,,Tang,,6308 Broadway Street,,Cergy,Val d'Oise,France,95000,1 (11) 500 555-0114,1964-03-11,Partial College,Professional,M,M,1,3,4,4,70177,1
23905.0,,Olivia,M,Martin,,Curieweg 2993,,Novato,California,United States,94947,1 (11) 500 555-0115,1966-10-08,Bachelors ,Management,F,S,1,4,4,3,45199,0
17339.0,,Rafael,M,Chen,,5701 Hilltop Dr.,,Les Ulis,Essonne,France,91940,1 (11) 500 555-0195,1967-11-27,Partial College,Professional,M,S,0,1,2,4,62385,0
28217.0,,Lucas,J,Brown,,8742 Springfield Dr,,Sooke,British Columbia,Canada,V0,1 (11) 500 555-0183,1965-10-21,High School,Skilled Manual,M,S,0,2,0,2,107838,0
29151.0,,Jenny,,Liu,,5891 Dalis Dr.,,Woodburn,Oregon,United States,97071,1 (11) 500 555-0135,1969-12-28,Bachelors ,Skilled Manual,F,S,0,1,2,2,109029,1
13819.0,,Ashlee,A,Rai,,Nonnendamm 33,,Portland,Oregon,United States,97205,1 (11) 500 555-0186,1958-05-08,Graduate Degree,Skilled Manual,F,M,1,0,0,1,11354,0
15755.0,,Sarah,,Thomas,,6353 Thunderbird Dr.,,Portland,Oregon,United States,97205,1 (11) 500 555-0182,1955-07-14,Graduate Degree,Skilled Manual,F,M,1,0,0,0,87859,0
19925.0,,Alex,,Morris,,8357 Joystone Dr,,Downey,California,United States,90241,1 (11) 500 555-0115,1968-04-24,High School,Professional,M,S,0,2,0,5,107076,0
20122.0,,Ivan,,Fernandez,,6567 Via Del Sol,,Burbank,California,United States,91502,1 (11) 500 555-0160,1974-06-23,High School,Skilled Manual,M,S,0,2,0,0,41992,0
21715.0,,Angela,J,Bailey,,8892 Mendocino Dr.,,Colma,California,United States,94014,1 (11) 500 555-0157,1961-01-03,Bachelors ,Management,F,S,0,3,0,5,44265,1
13816.0,,Carson,R,Ross,,Auf dem Ufer 764,,Downey,California,United States,90241,1 (11) 500 555-0186,1968-08-22,Bachelors ,Management,M,M,1,2,0,4,34551,0
21827.0,,Dennis,,Liu,,Altendorfer Straße 26,,Paderborn,Nordrhein-Westfalen,Germany,33098,1 (11) 500 555-0125,1952-07-21,Partial College,Professional,M,S,0,2,1,4,126816,1
11826.0,,Catherine,,Cooper,,5891 Firestone Drive,,Concord,California,United States,94519,1 (11) 500 555-0144,1966-06-13,Partial College,Skilled Manual,F,M,1,1,0,1,98151,1
16770.0,,Michele,,Rana,,1210 Gascus Loop,,Bury,England,United Kingdom,PE17,1 (11) 500 555-0179,1968-05-25,Bachelors ,Clerical,F,M,1,0,0,3,97607,1
25905.0,,Regina,M,Sai,,4855 Q St.,,North Sydney,New South Wales,Australia,2055,364-555-0147,1979-02-13,Partial College,Clerical,F,M,0,2,0,2,94825,0
26603.0,,Christy,B,Luo,,2313 Alhambra Ave.,,Matraville,New South Wales,Australia,2036,433-555-0150,1966-12-28,Bachelors ,Professional,F,M,0,0,3,3,62164,1
11390.0,,Jacqueline,S,Romero,,4844 Uve Oak Road,,San Gabriel,California,United States,91776,887-555-0194,1964-01-24,High School,Professional,F,M,1,2,0,4,60496,0
23147.0,,Elijah,P,Scott,,3341 Starflower Dr,,Langford,British Columbia,Canada,V9,705-555-0110,1972-05-28,Bachelors ,Management,M,S,1,4,1,1,148526,1
23138.0,,Mathew,B,Gutierrez,,8772 Rock Hollow Road,,Melbourne,Victoria,Australia,3000,1 (11) 500 555-0117,1962-11-05,Partial College,Clerical,M,M,0,2,0,2,59390,0
25255.0,,Kristen,,Ye,,6220 Morgan Territory Road,,W. Linn,Oregon,United States,97068,1 (11) 500 555-0116,1967-10-01,Graduate Degree,Management,F,M,1,2,0,4,78660,0
20062.0,,Grant,R,Luo,,"69, rue de Fontfroide",,Kirkland,Washington,United States,98033,1 (11) 500 555-0184,1964-03-26,High School,Professional,M,M,1,3,3,4,43316,1
16660.0,,Dalton,,Harris,,830 Schentrada,,Bellflower,California,United States,90706,478-555-0107,1958-09-05,High School,Professional,M,M,1,2,1,2,86780,0
20693.0,,Robert,,Garcia,,3393 Cresingo Dr,,Bremerton,Washington,United States,98312,394-555-0190,1980-05-18,Bachelors ,Professional,M,S,1,2,2,4,75000,1
18693.0,,Blake,R,Edwards,,8577 La Canada,,Redmond,Washington,United States,98052,678-555-0128,1942-04-05,Graduate Degree,Professional,M,M,1,0,0,2,46058,0
26472.0,,Gabrielle,,Stewart,,9593 Valley Run,,Lakewood,California,United States,90712,519-555-0154,1963-08-28,High School,Professional,F,S,0,2,0,2,32521,0
18689.0,,Kristen,B,Yang,,4487 Greenwood Circle,,Saint-Denis,Seine Saint Denis,France,93400,665-555-0117,1955-03-10,Partial High School,Manual,F,S,0,2,0,0,140951,0
27031.0,,Luke,,Parker,,6050 Mt. Trinity Court,,Daly City,California,United States,94015,758-555-0152,1965-12-13,Bachelors ,Professional,M,M,0,2,2,4,51044,1
23884.0,,Kristine,C,Munoz,,7611 Bellwood Dr.,,San Carlos,California,United States,94070,678-555-0196,1965-06-14,Partial College,Professional,F,M,1,3,4,5,15589,1
20069.0,,Ross,R,Torres,,7754uf Ct,,Lieusaint,Seine et Marne,France,77127,1 (11) 500 555-0130,1952-05-11,Graduate Degree,Clerical,M,S,0,0,0,4,43193,1
19455.0,,Elijah,,Gonzales,,6327538-555-019ina Court,,Port Macquarie,New South Wales,Australia,2444,1 (11) 500 555-0141,1971-05-26,Bachelors ,Professional,M,S,1,4,0,0,96455,1
22586.0,,Tommy,P,Deng,,9732 Stonewood Drive,,Port Macquarie,New South Wales,Australia,2444,1 (11) 500 555-0113,1955-09-06,Bachelors ,Clerical,M,M,1,0,0,0,29801,0
27525.0,,Autumn,W,Guo,,2625 Tuolumne Way,,Metchosin,British Columbia,Canada,V9,1 (11) 500 555-0159,1958-08-13,Graduate Degree,Skilled Manual,F,M,1,0,0,1,75175,0
28627.0,,Morgan,,Reed,,Curieweg650,,Langford,British Columbia,Canada,V9,1 (11) 500 555-0155,1976-02-06,Graduate Degree,Professional,F,S,1,0,2,3,26415,1
27819.0,,Sergio,R,Vance,,"9, rue de Maubeuge",,Geelong,Victoria,Australia,3220,1 (11) 500 555-0121,1962-05-12,High School,Skilled Manual,M,M,0,2,0,2,80210,0
23284.0,,Adam,,Perry,,"851bis, boulevard Saint Germain",,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0142,1967-02-01,High School,Management,M,M,0,4,5,5,35539,1
15865.0,,Roy,J,Vazquez,,"3096, rue Surcouf",,Rhodes,New South Wales,Australia,2138,1 (11) 500 555-0116,1956-12-14,Partial College,Manual,M,M,1,1,0,0,61655,0
28095.0,,Rachel,D,Rivera,,142-555-013 Brookback Road,,Bellingham,Washington,United States,98225,239-555-0122,1972-02-16,Partial College,Professional,F,M,0,2,3,4,51343,0
20692.0,,Stephanie,G,Stewart,,438 Oiscovery Bay,,Glendale,California,United States,91203,954-555-0169,1967-03-16,High School,Skilled Manual,F,M,1,2,0,2,88610,0
21267.0,,Jon,,Chander,,721 Valleyridge Dr,,West Sussex,England,United Kingdom,RH15 9UD,116-555-0110,1972-03-17,Partial College,Clerical,M,S,1,1,0,0,79710,0
19106.0,,James,L,Lopez,,8354 Westover Dr.,,Royal Oak,British Columbia,Canada,V8X,347-555-0149,1957-12-10,Partial College,Skilled Manual,M,M,1,1,0,1,109167,1
19385.0,,Carlos,F,Stewart,,7260 Buena Vista,,Grossmont,California,United States,91941,1 (11) 500 555-0155,1973-10-18,Graduate Degree,Management,M,M,1,2,0,5,26399,0
28690.0,,Nicole,L,Morris,,5649 Coldwater Drive,,Puyallup,Washington,United States,98371,1 (11) 500 555-0134,1961-05-05,Graduate Degree,Management,F,M,1,2,0,3,60621,1
28488.0,,Cameron,H,Garcia,,342 July Lane,,Oregon City,Oregon,United States,97045,1 (11) 500 555-0192,1972-11-04,Graduate Degree,Management,M,M,1,2,0,3,75152,0
15661.0,,Latoya,C,Nara,,994-555-01 N. 8th Street,,Port Macquarie,New South Wales,Australia,2444,1 (11) 500 555-0186,1970-03-17,Partial College,Clerical,F,S,0,2,0,2,63279,0
24210.0,,Wyatt,,Johnson,,4281 Hoex Court,,Beverly Hills,California,United States,90210,1 (11) 500 555-0141,1944-09-07,Partial College,Clerical,M,M,1,1,0,1,21571,0
14270.0,,Bianca,,Li,,8981 Straexander Pl.,,Palla,California,United States,98100,1 (11) 500 555-0143,1969-12-12,Bachelors ,Management,F,S,0,0,1,2,127343,0
28459.0,,Roy,,Gomez,,Zimmerstr 4318,,Sedro Woolley,Washington,United States,98284,1 (11) 500 555-0112,1964-01-18,Bachelors ,Management,M,M,1,4,2,3,63695,0
13626.0,,Misty,L,Nara,,5617 Muir Road,,Ballard,Washington,United States,98107,1 (11) 500 555-0115,1970-04-07,Graduate Degree,Professional,F,S,1,0,0,1,106157,0
28349.0,,Brandi,E,Fernand,,2721 Pepper St.,,Redwood City,California,United States,94063,620-555-0134,1962-06-14,Graduate Degree,Professional,F,M,1,0,0,1,76604,0
13287.0,,Deborah,,Pal,, 17590 G St.,,Oxford,England,United Kingdom,OX1,222-555-0195,1945-04-01,Bachelors ,Clerical,F,M,1,0,0,0,97084,1
21650.0,,Damien,,Becker,,9967 Westhurst Court,,South Melbourne,Victoria,Australia,3205,986-555-0185,1962-03-05,High School,Skilled Manual,M,M,0,2,0,4,35002,0
24994.0,,Sarah,J,Flores,,2025 Pineview Court,,Lincoln Acres,California,United States,91950,228-555-0173,1940-07-27,High School,Professional,F,S,1,3,3,4,47221,1
21900.0,,Meghan,,Vazquez,,7392 Westchester Pl,,Oxon,England,United Kingdom,OX16 8RS,157-555-0156,1973-08-06,Bachelors ,Manual,F,M,1,0,0,1,179875,0
24973.0,,Edwin,D,Rai,,5917 Linden I St.,,London,England,United Kingdom,W1V 5RN,886-555-0152,1973-12-03,Partial College,Management,M,M,0,3,5,5,43688,1
15311.0,,James,,Alexander,,4767 Detroit Ave.,,Oxford,England,United Kingdom,OX14 4SE,187-555-0127,1962-10-26,Bachelors ,Clerical,M,S,0,0,0,0,83370,0
12120.0,,Morgan,A,Cooper,,1048 Springwood Dr,,Oakland,California,United States,94611,128-555-0180,1968-03-11,Partial College,Skilled Manual,F,S,1,2,0,0,93474,0
13444.0,,Kristi,M,Gill,,3-555-017 Camelot Court,,Port Macquarie,New South Wales,Australia,2444,295-555-0198,1935-09-03,Bachelors ,Professional,F,S,1,3,0,0,127105,0
13733.0,,Douglas,L,Malhotra,,8751 Castle Wood Road,,Hamburg,Hamburg,Germany,20354,647-555-0137,1964-03-23,Partial College,Professional,M,M,1,2,5,5,105887,1
25606.0,,Anna,A,Peterson,,2833 St Paul Way,,Everett,Washington,United States,98201,1 (11) 500 555-0155,1968-02-18,Graduate Degree,Professional,F,S,1,0,0,3,13769,0
25485.0,,Chad,P,Chande,,5890 Eagle Ct,,Long Beach,California,United States,90802,1 (11) 500 555-0166,1964-10-04,Partial College,Professional,M,M,1,2,1,2,40172,1
26957.0,,Ariana,V,Cook,,926 Honey Trail Lane,,Palo Alto,California,United States,94303,1 (11) 500 555-0160,1968-08-02,Partial College,Professional,F,S,1,1,1,2,74441,0
21105.0,,Cedric,G,Rubio,,9970 Walnut Blvd.,,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0140,1975-05-24,Bachelors ,Management,M,M,1,3,1,1,55884,0
14016.0,,Marc,J,Dominguez,,6374 Bellwood Drive,,Lane Cove,New South Wales,Australia,1597,1 (11) 500 555-0166,1950-03-19,Bachelors ,Professional,M,S,0,2,0,0,36398,0
19156.0,,Lee,L,Carlson,,5099 Canyon Creek Drive,,Oxon,England,United Kingdom,OX16 8RS,1 (11) 500 555-0132,1969-11-02,High School,Manual,M,S,1,2,2,2,45174,0
17042.0,,Seth,,Wilson,,huweg 504,,Bellingham,Washington,United States,98225,1 (11) 500 555-0125,1967-05-14,Partial High School,Clerical,M,S,0,2,0,3,118819,0
17911.0,,Mason,L,Turner,,830 Kelle Cod Way,,Mühlheim,Hamburg,Germany,63151,1 (11) 500 555-0146,1973-01-27,Bachelors ,Skilled Manual,M,M,1,0,0,1,88017,0
14166.0,,Korge,F,Zheng,,Zollstr 68,,Kirkland,Washington,United States,98033,1 (11) 500 555-0188,1966-02-18,Bachelors ,Skilled Manual,M,S,0,3,4,4,51492,1
17993.0,,Franklin,E,Sharma,,5972 Second Street,,Bellingham,Washington,United States,98225,1 (11) 500 555-0160,1942-10-11,Graduate Degree,Professional,M,M,0,0,0,3,17503,0
14303.0,,Brianna,,Griffin,, Hennendamm Pa.,,Coronado,California,United States,92118,1 (11) 500 555-0185,1974-07-26,Bachelors ,Management,F,M,1,1,1,2,84159,0
17437.0,,Jeremy,S,Hall,,5444663 Oak Road,,Redmond,Washington,United States,98052,1 (11) 500 555-0142,1959-07-23,High School,Skilled Manual,M,S,1,2,0,0,19734,1
19988.0,,Jill,M,Hernandez,,3152 Banyan Way,,Burien,Washington,United States,98168,156-555-0163,1974-07-19,Graduate Degree,Skilled Manual,F,S,1,0,0,0,105966,1
16844.0,,Alyssa,W,Cooper,,8390 Endriss,,El Cajon,California,United States,92020,189-555-0169,1963-06-16,Graduate Degree,Professional,F,M,1,0,0,3,124630,0
13066.0,,Rachel,L,Murphy,,9905 Scenic Ct.,,Spokane,Washington,United States,99202,787-555-0110,1942-08-14,Bachelors ,Skilled Manual,F,M,0,1,3,3,49734,0
27910.0,,Carmen,L,Sanchez,,5748 Hacienda Drive,,East Brisbane,Queensland,Australia,4169,1 (11) 500 555-0136,1980-03-10,Partial High School,Clerical,F,S,0,2,1,2,128643,0
22566.0,,Allison,K,Ramirez,,9904 C. Mount Hood,,Port Macquarie,New South Wales,Australia,2444,1 (11) 500 555-0186,1962-11-13,Bachelors ,Professional,F,M,1,3,0,0,95141,0
20389.0,,Geoffrey,I,Lopez,,2500 Ash Lane,,Langley,British Columbia,Canada,V3A 4R2,1 (11) 500 555-0110,1967-06-14,Partial College,Professional,M,M,1,1,3,4,126872,0
18044.0,,Alejandro,L,Becker,,6683 Pleasant Ct.,,Caloundra,Queensland,Australia,4551,1 (11) 500 555-0176,1946-06-07,Bachelors ,Management,M,S,0,1,0,2,50658,0
13722.0,,Natalie,,Parker,,12876 Mt. Whitney Way,,Port Orchard,Washington,United States,98366,1 (11) 500 555-0119,1966-09-06,Graduate Degree,Professional,F,S,0,0,2,3,48036,1
18301.0,,Lindsay,H,Kumar,,9039 Ruth Drive,,East Brisbane,Queensland,Australia,4169,1 (11) 500 555-0119,1958-03-14,Bachelors ,Professional,F,S,0,2,0,0,102798,0
22251.0,,Melissa,,Rogers,,6560 Woodside Court,,Chula Vista,California,United States,91910,1 (11) 500 555-0164,1978-05-09,Bachelors ,Professional,F,M,1,1,0,1,103128,0
14105.0,,Thomas,,Alexander,,9021 Olivera Road,,Tacoma,Washington,United States,98403,1 (11) 500 555-0131,1962-02-18,Partial College,Professional,M,S,0,2,0,3,98812,1
28801.0,,Armando,K,Gill,,8170 Via Del Verdes,,Bellflower,California,United States,90706,242-555-0111,1973-10-18,Bachelors ,Professional,M,S,0,1,0,0,104642,0
14145.0,,Spencer,,Stewart,,508 Dew Court,,Lynnwood,Washington,United States,98036,1 (11) 500 555-0158,1963-02-22,Partial High School,Clerical,M,M,1,2,1,2,18668,1
24387.0,,Latasha,M,Navarro,,4284 Cordoba Way,,Coronado,California,United States,92118,517-555-0138,1947-05-14,Bachelors ,Professional,F,M,1,1,0,1,52075,0
28397.0,,Grace,T,Henderson,,278 Lane Lane,,Olympia,Washington,United States,98501,646-555-0132,1955-02-15,Bachelors ,Management,F,M,1,1,1,4,120629,0
22356.0,,Kevin,,Mitchell,, U Haven Drive,,Vancouver,British Columbia,Canada,V7L 4J4,239-555-0151,1961-02-24,Bachelors ,Skilled Manual,M,M,1,0,1,1,66167,0
12267.0,,sheachel,,Robinson,,6500 Willow Dr,,Beverly Hills,California,United States,90210,1 (11) 500 555-0186,1937-12-06,Partial College,Professional,F,S,1,1,0,0,64970,1
24360.0,,Pedro,E,Carlson,,2507 Willow Creek Ct.,,Ballard,Washington,United States,98107,1 (11) 500 555-0138,1976-07-05,Graduate Degree,Skilled Manual,M,S,1,0,0,4,160881,0
25605.0,,Cody,L,James,,row Larch Ct.,,Tacoma,Washington,United States,98403,1 (11) 500 555-0118,1973-07-03,High School,Professional,M,S,0,2,0,2,12474,0
16357.0,,Maria,S,Scott,,8978 Kingsford Court,,Yakima,Washington,United States,98901,227-555-0148,1964-07-16,Graduate Degree,Professional,F,S,1,0,0,2,56928,1
20468.0,,Isaiah,,Evans,,4434 Valley Crest Drive,,Westminster,British Columbia,Canada,V3L 1E7,964-555-0148,1956-01-03,Partial College,Professional,M,M,1,2,2,2,115749,1
27086.0,,Faith,C,Garcia,,3560 Ana Milz,,Concord,California,United States,94519,114-555-0159,1938-05-08,Partial College,Skilled Manual,F,S,0,2,0,0,58980,1
12005.0,,Zoe,,Murphy,,9046 Foothill Way,,Concord,California,United States,94519,164-555-0172,1952-11-16,High School,Skilled Manual,F,S,1,2,0,2,69791,0
