CustomerID,Title,FirstName,MiddleName,LastName,Suffix,AddressLine1,AddressLine2,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,BikeBuyer
24332.0,,Jorge,L,Andersen,,2151 Kingsford Dr.,,Poing,Saarland,Germany,66041,156-555-0142,1941-07-23,Partial College,Manual,M,M,1,0,0,2,13491.0,0
20875.0,,Tonya,M,Yuan,,Nonnendamm 89,,Dunkerque,Nord,France,59140,1 (11) 500 555-0167,1954-04-26,Bachelors ,Clerical,F,S,1,0,0,0,18900.0,1
21356.0,,Jessica,R,Wood,,4575 Ponderosa Dr,,Dunkerque,Nord,France,59110,1 (11) 500 555-0115,1953-05-19,Graduate Degree,Clerical,F,M,1,0,0,0,124438.0,0
28161.0,,Jon,,Gao,, 1833 Dover Way,,Colomiers,Garonne (Haute),France,31770,1 (11) 500 555-0111,1963-08-02,High School,Manual,M,S,0,1,0,0,120077.0,0
16080.0,,Gabrielle,L,Beck,,2444 Looon Court,,South Melbourne,Victoria,Australia,3205,642-555-0111,1979-12-26,Bachelors ,Professional,F,M,1,1,3,3,76826.0,0
19210.0,,Seth,D,Ramirez,,7770 Ki Lane,,Ingolstadt,Bayern,Germany,85049,873-555-0181,1960-04-04,Partial College,Manual,M,S,1,0,1,1,60636.0,1
17272.0,,Gilbert,E,Lal,,8974 Eureka Lane,,Suresnes,Hauts de Seine,France,92150,1 (11) 500 555-0193,1970-06-14,Bachelors ,Clerical,M,M,1,0,0,0,101353.0,0
19389.0,,Clayton,E,Shen,,355-555-01alleer Straße 95,,Offenbach,Saarland,Germany,63009,1 (11) 500 555-0121,1977-06-07,Partial High School,Manual,M,S,1,2,2,3,78249.0,0
27341.0,,Anna,,Harris,,7807 D Bel Air Dr.,,Torrance,California,United States,90505,1 (11) 500 555-0118,1961-02-03,Graduate Degree,Management,F,M,1,2,0,3,165579.0,0
11582.0,,Randall,A,Serrano,,6228 Baltic Sea Ct,,Colombes,Hauts de Seine,France,92700,1 (11) 500 555-0155,1970-04-20,High School,Manual,M,M,1,1,1,1,107535.0,1
20240.0,,Hailey,L,Torres,,53596452yan Circle,,Woodburn,Oregon,United States,97071,1 (11) 500 555-0115,1954-05-06,Partial College,Professional,F,M,1,3,4,5,107179.0,0
27309.0,,Arianna,C,Diaz,,5519 Logan Court,,Beaverton,Oregon,United States,97005,1 (11) 500 555-0188,1960-12-14,Partial College,Professional,F,M,1,2,3,3,113612.0,0
25653.0,,Lucas,R,Carter,,"6, avenue de la Gare",,Pantin,Seine Saint Denis,France,93500,1 (11) 500 555-0116,1969-06-03,Bachelors ,Management,M,M,1,4,4,4,56700.0,1
24068.0,,Barry,,Martinez,,"25, place de la Concorde",,Solingen,Nordrhein-Westfalen,Germany,42651,1 (11) 500 555-0123,1966-10-27,Graduate Degree,Manual,M,M,1,0,0,1,157039.0,0
25093.0,,Jose,L,Hughes,,8309 Hill Valley Rd.,,Lake Oswego,Oregon,United States,97034,671-555-0138,1958-06-23,High School,Professional,M,M,1,2,0,4,52843.0,0
27682.0,,Evan,L,Cox,,742 Fralenw Blvd.,,Hannover,Nordrhein-Westfalen,Germany,30601,509-555-0146,1959-12-05,Partial High School,Manual,M,M,1,2,0,0,96652.0,0
27037.0,,Jonathan,M,Johnson,,6879 Dayton Way,,Corvallis,Oregon,United States,97330,511-555-0181,1965-02-09,Bachelors ,Professional,M,M,1,0,3,4,52593.0,0
20709.0,,Morgan,D,Walker,,8370 Dewy Ave.,,Beaverton,Oregon,United States,97005,212-555-0184,1958-03-01,Partial College,Professional,F,M,0,2,1,2,97377.0,0
11460.0,,Joe,,Suri,,662-555-01 Ahwanee Lane,,San Carlos,California,United States,94070,1 (11) 500 555-0192,1957-03-23,Graduate Degree,Professional,M,M,1,0,0,4,154490.0,0
27166.0,,Warren,E,Gill,,Winter der Böck 8559,,Gold Coast,Queensland,Australia,4217,1 (11) 500 555-0110,1966-03-06,Partial College,Skilled Manual,M,M,1,1,0,1,95922.0,0
24140.0,,Brandon,,Martinez,,"#6, rue des Grands Champs",,Burien,Washington,United States,98168,1 (11) 500 555-0161,1967-05-22,High School,Skilled Manual,M,S,0,2,0,0,104988.0,1
20716.0,,Latoya,E,Tang,,"8, impasse Ste-Madeleine",,Ballard,Washington,United States,98107,1 (11) 500 555-0164,1968-07-07,Partial High School,Clerical,F,S,0,2,0,0,13488.0,0
25140.0,,Max,,Rubio,,"13, rue de Terre Neuve",,Werne,Nordrhein-Westfalen,Germany,59368,1 (11) 500 555-0186,1943-03-20,Partial High School,Manual,M,S,1,2,2,3,128427.0,1
29153.0,,Emma,K,Washington,,7177 Star Court,,Corvallis,Oregon,United States,97330,706-555-0108,1961-02-04,Graduate Degree,Management,F,S,0,2,2,2,70351.0,0
16085.0,,Martin,M,Lopez,,7759 Rockside Way,,Malabar,New South Wales,Australia,2036,138-555-0142,1958-01-10,Bachelors ,Professional,M,S,0,1,2,2,83904.0,0
26463.0,,Gilbert,K,Beck,,5854 Bayview Pl.,,Oxford,England,United Kingdom,OX1,116-555-0199,1942-05-09,Bachelors ,Management,M,M,1,3,4,4,25948.0,1
24655.0,,Victoria,J,Lal,,3421 Esperanza Drive,,Lake Oswego,Oregon,United States,97034,101-555-0169,1952-08-29,Graduate Degree,Skilled Manual,F,S,0,0,0,4,35297.0,1
22677.0,,Cameron,K,Rodriguez,,te Wren Ave,,San Gabriel,California,United States,91776,1 (11) 500 555-0166,1958-11-15,Partial College,Professional,M,M,1,2,0,0,39686.0,0
27712.0,,Isaiah,S,Gonzalez,,8837 Scenic Drive,,Bremerton,Washington,United States,98312,1 (11) 500 555-0175,1951-10-24,Partial College,Professional,M,S,0,2,0,3,83949.0,0
16136.0,,Shelby,A,Ramirez,,6187 Ash Lane,,Torrance,California,United States,90505,241-555-0139,1971-09-29,Partial College,Professional,F,M,0,1,2,4,87190.0,0
12075.0,,Laura,,Zhao,,1207 Maywood Ln,,Shawnee,British Columbia,Canada,V9B 2C3,262-555-0139,1959-04-23,Graduate Degree,Management,F,M,1,2,0,3,118229.0,0
21644.0,,Kara,,Hu,,1686 Holiday Hills Drive,,Darlinghurst,New South Wales,Australia,2010,573-555-0158,1960-09-24,Partial High School,Clerical,F,S,1,2,1,2,42680.0,0
16949.0,,Mindy,A,Nara,,8368 Eastgate Avenue,,Colma,California,United States,94014,135-555-0146,1978-09-23,High School,Skilled Manual,F,M,1,2,0,0,52560.0,0
18513.0,,Dawn,F,Powell,,7986 I Leaf Lane,,Bremerton,Washington,United States,98312,109-555-0158,1959-09-27,Graduate Degree,Professional,F,S,0,3,5,5,127594.0,1
15310.0,,Jade,M,Reed,,2203 Kirkwood Dr.,,La Jolla,California,United States,92806,189-555-0128,1946-07-08,High School,Professional,F,M,1,2,0,4,67447.0,0
21875.0,,Seth,R,Martin,,"84, rue Philibert-Delorme",,Palo Alto,California,United States,94303,1 (11) 500 555-0185,1969-06-07,High School,Skilled Manual,M,S,1,2,0,2,96411.0,0
22476.0,,Jose,R,Li,,Buergermeister-ulrich-str 609,,Olympia,Washington,United States,98501,1 (11) 500 555-0168,1969-06-20,Graduate Degree,Skilled Manual,M,M,1,0,1,1,33904.0,0
22608.0,,Megan,R,Powell,,Pappelallee 123,Verkaufsabteilung,Redmond,Washington,United States,98052,1 (11) 500 555-0148,1965-07-18,Bachelors ,Skilled Manual,F,S,1,2,4,4,18799.0,1
15024.0,,April,C,Lal,,Buergermeister-ulrich-str 3211,,Malabar,New South Wales,Australia,2036,1 (11) 500 555-0112,1977-06-22,Graduate Degree,Management,F,S,1,1,0,1,106550.0,1
24514.0,,Xavier,M,Clark,,1155 Mark Solano Dr.,,Spring Valley,California,United States,91977,706-555-0114,1970-03-08,Graduate Degree,Professional,M,S,0,0,0,1,10479.0,1
23025.0,,Suzanne,,Liu,,153-555-01 Pine Creek Way,,Coffs Harbour,New South Wales,Australia,2450,1 (11) 500 555-0153,1973-03-11,Bachelors ,Management,F,M,1,2,0,2,100593.0,0
26527.0,,Sierra,,Evans,,25 Mtosa,,Yakima,Washington,United States,98901,1 (11) 500 555-0131,1969-11-09,Graduate Degree,Management,F,M,1,2,0,4,98032.0,0
29237.0,,Roger,L,Ye,,Zirftplatz 6,,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0178,1956-01-10,Graduate Degree,Management,M,S,0,3,0,0,90127.0,0
27483.0,,Warren,,Wu,,1481 Gingham Way,,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0131,1942-10-04,Partial College,Skilled Manual,M,M,1,3,4,5,15050.0,1
23233.0,,Priscilla,T,Lal,,"627, quai de Grenelle",,Saarlouis,Saarland,Germany,66740,1 (11) 500 555-0191,1969-04-18,Partial College,Clerical,F,M,1,1,2,2,17500.0,0
25796.0,,Glenn,,Zhao,,5484 Via Montana,,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0121,1971-01-04,Graduate Degree,Management,M,S,0,2,0,0,48230.0,0
23640.0,,Albert,,Jiménez,,1400 Bonifacio St.,,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0169,1944-10-07,Bachelors ,Professional,M,M,1,2,4,4,55348.0,1
25661.0,,Benjamin,L,Jones,,Herzogstr 4924,,Ingolstadt,Bayern,Germany,85049,1 (11) 500 555-0133,1946-06-05,Bachelors ,Manual,M,M,1,0,0,1,76288.0,0
21837.0,,Jennifer,,Hill,,1219 Westbury Drive,,Sooke,British Columbia,Canada,V0,1 (11) 500 555-0131,1955-02-07,High School,Skilled Manual,F,S,1,2,0,0,150470.0,1
20911.0,,Nina,,Shan,,"804, quai de Grenelle",,Frankfurt am Main,Hamburg,Germany,60355,1 (11) 500 555-0130,1977-07-03,Bachelors ,Manual,F,M,1,0,0,1,70127.0,0
13457.0,,John,,Brown,,8314 Mitchelleanjen Ln.,,National City,California,United States,91950,1 (11) 500 555-0138,1972-07-01,Bachelors ,Management,M,S,0,1,0,0,126576.0,0
23410.0,,Marcus,J,Allen,,41721 Carletniaon Way,,Kiel,Saarland,Germany,24044,1 (11) 500 555-0130,1944-11-18,Partial High School,Professional,M,M,1,2,5,5,68183.0,1
12659.0,,Sergio,,Sara,,Zollhof 4822,,Port Macquarie,New South Wales,Australia,2444,1 (11) 500 555-0118,1959-11-27,Partial College,Skilled Manual,M,M,1,2,0,2,102981.0,0
20403.0,,Ross,,Rubio,,Höhenstr 7477,,London,England,United Kingdom,SE1 8HL,1 (11) 500 555-0188,1972-02-04,Graduate Degree,Clerical,M,S,0,0,0,0,10471.0,1
18394.0,,Caleb,L,Ross,,7527 Fine Place,,Cliffside,British Columbia,Canada,V8Y 1L1,1 (11) 500 555-0184,1969-10-13,High School,Skilled Manual,M,S,1,3,4,4,139359.0,1
24837.0,,Anna,W,Richardson,,962-555-01 Singingwood Court,,Cliffside,British Columbia,Canada,V8Y 1L1,1 (11) 500 555-0180,1971-10-14,Bachelors ,Skilled Manual,F,M,1,2,3,3,175947.0,1
20578.0,,Robert,,Barnes,,590 Woodside Court,,Imperial Beach,California,United States,91932,1 (11) 500 555-0176,1950-09-17,Partial College,Skilled Manual,M,S,1,2,0,0,118979.0,0
17935.0,,Connor,,Nara,,2325 Via Appia,,Caloundra,Queensland,Australia,4551,1 (11) 500 555-0131,1972-02-04,Bachelors ,Management,M,M,1,4,1,4,50158.0,0
26051.0,,Morgan,R,Bailey,,Bundesallee 4983,,Melbourne,Victoria,Australia,3000,1 (11) 500 555-0122,1958-11-07,Bachelors ,Professional,F,M,1,2,2,3,191087.0,0
14152.0,,Angel,L,Collins,,3337 Ponderosa Dr.,,Redmond,Washington,United States,98052,1 (11) 500 555-0195,1970-09-20,Graduate Degree,Professional,M,M,1,2,5,5,56353.0,0
27957.0,,Brandon,L,Clark,,9736 Pleasanth Circle,,Victoria,British Columbia,Canada,V8V,1 (11) 500 555-0141,1969-08-14,High School,Skilled Manual,M,M,1,2,2,4,68844.0,0
25650.0,,Steven,M,Cox,,"4, rue Malar",,Darmstadt,Hessen,Germany,64283,1 (11) 500 555-0186,1965-02-04,High School,Manual,M,S,0,1,0,0,16234.0,1
21158.0,,ey,L,Allen,,9564 Alpha Blvd.,,Seattle,Washington,United States,98104,1 (11) 500 555-0178,1970-03-12,Partial College,Professional,F,S,1,2,0,0,97553.0,0
12260.0,,Crystal,,Zhao,,Attaché de Presse,,Dresden,Hessen,Germany,1071,1 (11) 500 555-0157,1975-09-12,Bachelors ,Skilled Manual,F,M,1,2,1,1,63266.0,0
12346.0,,Christy,G,Cai,,5866 Live Oak Rd.,,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0129,1953-11-27,Bachelors ,Professional,F,M,1,4,0,0,33300.0,0
18242.0,,Joe,J,Fernandez,,6645 Westhouse Drive,,Berkeley,California,United States,94704,1 (11) 500 555-0124,1963-05-18,Bachelors ,Management,M,S,0,1,0,0,114630.0,1
28532.0,,Diana,L,Moreno,,787-555-01 Shadow Falls Drive,,Colombes,Hauts de Seine,France,92700,1 (11) 500 555-0151,1973-11-09,Partial College,Clerical,F,S,0,1,0,1,70960.0,0
19938.0,,Hunter,E,Cooper,,"3, place Court",,Los Angeles,California,United States,90012,1 (11) 500 555-0126,1953-09-15,High School,Skilled Manual,M,S,1,2,2,4,48182.0,1
17070.0,,Paige,G,Yill,,"26, rue Maillard",,Chula Vista,California,United States,91910,1 (11) 500 555-0156,1978-08-17,Bachelors ,Skilled Manual,F,M,1,2,3,3,50936.0,1
13876.0,,Grace,G,Rogers,,"26, rue Maillard",,Imperial Beach,California,United States,91932,1 (11) 500 555-0189,1958-11-12,Graduate Degree,Professional,F,S,0,0,0,4,20630.0,1
18599.0,,Catherine,,Gray,,8228 San Yiguel Rd.,,Yakima,Washington,United States,98901,1 (11) 500 555-0154,1975-08-10,Partial High School,Skilled Manual,F,S,1,2,0,2,149024.0,0
17641.0,,Evan,,King,,"343, impasse Ste-Madeleine",,Burlingame,California,United States,94010,1 (11) 500 555-0129,1955-03-13,High School,Skilled Manual,M,S,0,2,0,0,33754.0,0
22216.0,,Noah,C,Rodriguez,,1454 Bishop Drive,,Beaverton,Oregon,United States,97005,1 (11) 500 555-0115,1958-06-22,Partial College,Clerical,M,M,1,1,0,1,107118.0,0
26580.0,,Alexis,A,Coleman,,9459 Rock Oak Place,,Burlingame,California,United States,94010,177-555-0162,1960-04-18,Bachelors ,Professional,F,M,1,1,0,1,29145.0,0
26228.0,,Kaitlyn,W,Gonzales,,4587 Clear,,Lake Oswego,Oregon,United States,97034,1 (11) 500 555-0119,1952-03-05,Graduate Degree,Professional,F,S,0,1,0,0,15241.0,1
12838.0,,Austin,P,Anderson,,8422 Oak Valley Blvd.,,Glendale,California,United States,91203,1 (11) 500 555-0172,1946-04-06,Graduate Degree,Professional,M,S,0,1,0,0,37383.0,1
13695.0,,Stephanie,N,Howard,,7034 Ethan Court,,Spokane,Washington,United States,99202,1 (11) 500 555-0118,1963-08-03,Partial College,Clerical,F,M,1,1,0,1,14057.0,0
21733.0,,Benjamin,C,Anderson,,278-555-019 Castle Rock Road,,Rockhampton,Queensland,Australia,4700,918-555-0158,1979-09-26,Partial High School,Clerical,M,M,1,2,1,2,58243.0,0
18831.0,,Damien,L,Cai,,6478 F Mt Hood Circle,,Puyallup,Washington,United States,98371,556-555-0131,1968-05-08,Bachelors ,Management,M,S,1,4,3,3,92357.0,1
26331.0,,Dale,A,Nath,,9790 Meadowleark Drive,,Yakima,Washington,United States,98901,168-555-0118,1973-12-24,High School,Professional,M,S,1,2,1,2,93496.0,0
26149.0,,Bryant,,Fernandez,,2369 Freke Court,,Port Macquarie,New South Wales,Australia,2444,901-555-0175,1956-03-05,Bachelors ,Professional,M,S,0,3,0,0,65154.0,0
28836.0,,Thomas,,Evans,,3126 Kend Palm Drive,,Lemon Grove,California,United States,91945,426-555-0167,1971-03-21,Bachelors ,Professional,M,M,1,0,3,4,66330.0,1
26888.0,,Joanna,,Gill,,Parkstr 284,,El Cajon,California,United States,92020,1 (11) 500 555-0152,1944-08-08,Bachelors ,Management,F,M,1,4,2,3,92025.0,0
22110.0,,Jordan,D,Lopez,,7585 St. George Dr,,Lakewood,California,United States,90712,166-555-0119,1973-04-09,Partial College,Professional,F,M,1,2,1,4,130150.0,0
28182.0,,Ross,O,Gonzalez,,Alderweg 4247,,Billericay,England,United Kingdom,CM11,1 (11) 500 555-0183,1958-05-09,Bachelors ,Clerical,M,M,1,0,1,1,56738.0,0
13818.0,,Ashley,S,Bennett,,692 Meier Drive,,Woodland Hills,California,United States,91364,1 (11) 500 555-0120,1960-11-28,Partial College,Professional,F,S,1,2,1,2,59975.0,1
21683.0,,Meagan,M,Lopez,,36 Southwood Dr,,Beaverton,Oregon,United States,97005,646-555-0128,1967-05-04,Partial College,Clerical,F,M,0,2,3,3,52133.0,0
23489.0,,Catherine,,Kelly,,444 N.ston,,Long Beach,California,United States,90802,246-555-0115,1967-12-07,Bachelors ,Professional,F,M,1,2,2,4,79996.0,1
18470.0,,Sarah,,Anderson,,3378 Rosina Court,,Ballard,Washington,United States,98107,622-555-0190,1976-02-26,Graduate Degree,Skilled Manual,F,M,0,0,0,0,108010.0,1
25182.0,,Meagan,,Chandra,, 1300 Loveridge Circle,,Bellingham,Washington,United States,98225,134-555-0168,1947-03-18,Bachelors ,Management,F,M,1,3,0,5,50776.0,0
26311.0,,Jonathan,L,Perez,,6569 Heellowood Lane,,Colma,California,United States,94014,938-555-0111,1958-09-03,Partial College,Skilled Manual,M,M,0,1,0,0,94123.0,0
14735.0,,Cody,,Garcia,,5140 Perry Drive,,Milsons Point,New South Wales,Australia,2061,845-555-0190,1973-08-08,Bachelors ,Professional,M,M,1,2,3,3,24514.0,0
29423.0,,Amanda,D,Lee,,100 Mt. Olivet Place,,Spokane,Washington,United States,99202,230-555-0175,1965-03-06,High School,Skilled Manual,F,M,0,2,3,4,32085.0,0
17441.0,,Caitlin,P,Gonzalez,,4679 Scottsdale Road,,Colma,California,United States,94014,383-555-0134,1952-07-14,High School,Skilled Manual,F,S,0,2,0,0,118152.0,0
27240.0,,Jorge,M,Xu,,9521 Mavenly Drive,,N. Vancouver,British Columbia,Canada,V7L 4J4,453-555-0141,1973-10-09,Partial College,Clerical,M,S,1,2,3,3,76545.0,1
16217.0,,Kayla,,Coleman,,9548 Meadow Tree Court,,Lincoln Acres,California,United States,91950,954-555-0117,1952-11-01,Partial High School,Clerical,F,S,0,2,0,0,51107.0,0
14918.0,,Logan,D,Gonzalez,,6089 Santa Fe Street,,Burbank,California,United States,91502,607-555-0154,1957-10-20,High School,Skilled Manual,M,M,1,2,2,4,134209.0,0
25863.0,,Rafael,A,Anand,,610 Rambling Rose Drive,,Paderborn,Nordrhein-Westfalen,Germany,33098,644-555-0117,1979-10-18,Partial College,Clerical,M,S,1,2,2,2,63403.0,0
13907.0,,Caroline,A,Washington,,8307 Hazelwood Ln.,,Olympia,Washington,United States,98501,246-555-0144,1963-10-15,High School,Professional,F,M,0,3,0,5,139010.0,0
14434.0,,Angel,A,Morgan,,6831 Columbia River Ct.,,Hawthorne,Queensland,Australia,4171,127-555-0158,1968-08-02,Partial College,Skilled Manual,M,M,1,2,4,5,167959.0,1
16591.0,,Rebekah,,Dominguez,,"4, place Beaubernard",,Coffs Harbour,New South Wales,Australia,2450,1 (11) 500 555-0188,1973-03-11,Bachelors ,Professional,F,S,0,2,4,5,93959.0,1
14995.0,,Mackenzie,,Ramirez,,"54, rue Villedo",,Lake Oswego,Oregon,United States,97034,1 (11) 500 555-0165,1970-03-17,Graduate Degree,Skilled Manual,F,M,1,0,0,0,61106.0,0
15750.0,,Tammy,S,Malhotra,,2819 Oak Park Blvd.,,East Brisbane,Queensland,Australia,4169,1 (11) 500 555-0116,1951-05-14,High School,Management,F,M,1,4,5,5,185797.0,1
28561.0,,Pedro,,Dominguez,,4256 Manila Avenue,,London,England,United Kingdom,SW1P 2NU,1 (11) 500 555-0119,1969-10-11,Bachelors ,Clerical,M,M,1,0,0,3,16983.0,0
25471.0,,Richard,G,Bennett,,4723 Alderwood Lane,,Sedro Woolley,Washington,United States,98284,1 (11) 500 555-0138,1961-05-28,Graduate Degree,Skilled Manual,M,M,1,0,0,0,73975.0,0
24106.0,,Robert,,Brown,,Wasserstr 22,,Royal Oak,British Columbia,Canada,V8X,1 (11) 500 555-0132,1971-11-12,Bachelors ,Management,M,S,1,2,0,4,16300.0,0
26591.0,,Chloe,J,Kelly,,4909 Reyland Drive,,Portland,Oregon,United States,97205,228-555-0162,1972-10-04,High School,Professional,F,M,0,2,0,4,44701.0,0
22164.0,,Kristy,E,Shen,,2782 Montanya Court,,Eilenburg,Brandenburg,Germany,4838,968-555-0148,1937-09-22,Partial College,Clerical,F,S,1,0,2,2,57473.0,1
28256.0,,Kevin,,Simmons,,648 South Ranchford Ct,,Victoria,British Columbia,Canada,V8V,740-555-0162,1975-11-06,Partial College,Clerical,M,M,1,1,0,1,139256.0,0
18036.0,,Joel,L,Mehta,,6896 Alan Dr,,Hamburg,Hamburg,Germany,20354,159-555-0155,1961-02-04,Bachelors ,Clerical,M,S,0,0,1,1,43504.0,1
20433.0,,Colin,M,Anand,,893 Westwood Ct,,Cheltenham,England,United Kingdom,GL50,809-555-0129,1979-03-06,High School,Manual,M,M,1,1,2,2,32936.0,1
16926.0,,Marcus,,Alexander,,7669 Villageworth,,Milwaukie,Oregon,United States,97222,728-555-0186,1976-08-13,Partial High School,Clerical,M,S,0,2,0,0,188169.0,0
13450.0,,Arianna,,Patel,,6743 East Leland,,Hobart,Tasmania,Australia,7001,112-555-0153,1949-09-08,High School,Skilled Manual,F,M,1,2,0,4,158648.0,0
12976.0,,Jay,C,Vazquez,,3576 Westbury Drive,,Salzgitter,Hessen,Germany,38231,273-555-0123,1952-05-10,High School,Manual,M,M,0,2,0,4,47257.0,0
20747.0,,Hunter,L,Bell,,1289 Pinecrest Court,,Lake Oswego,Oregon,United States,97034,321-555-0123,1966-08-13,Graduate Degree,Professional,M,M,1,0,0,1,37632.0,1
22148.0,,Benjamin,D,Walker,,5649 Vista Avenue,,Geelong,Victoria,Australia,3220,166-555-0143,1957-02-20,Bachelors ,Professional,M,M,1,0,4,4,105087.0,1
14411.0,,Joanna,W,Vazquez,,9846 Roanoke Dr,,Melton,Victoria,Australia,3337,445-555-0150,1958-12-11,Bachelors ,Professional,F,S,0,3,0,0,81607.0,1
27419.0,,Julia,A,Garcia,,8713 North Star Dr,,W. Linn,Oregon,United States,97068,968-555-0123,1946-06-17,Bachelors ,Management,F,M,1,2,0,4,102556.0,0
14498.0,,Jorge,,Hu,,4487 Rotherham Drive,,Rockhampton,Queensland,Australia,4700,379-555-0143,1962-08-14,Partial High School,Clerical,M,M,1,2,1,2,92142.0,0
26126.0,,Bridget,A,Raje,,5634 Blue Ridge Drive,,Geelong,Victoria,Australia,3220,478-555-0116,1954-03-28,Partial College,Skilled Manual,F,S,0,1,0,1,105355.0,1
17495.0,,Jasmine,K,Garcia,,3040 Oak Road,Unit A,Perth,South Australia,Australia,6006,145-555-0162,1947-08-10,Bachelors ,Professional,F,S,1,1,0,0,27834.0,0
17706.0,,Lauren,,Ward,,729 N Ridgewood Dr.,,Puyallup,Washington,United States,98371,889-555-0148,1968-07-15,Partial College,Professional,F,M,1,1,1,2,47760.0,0
16345.0,,Beth,J,Diaz,,4605 Notre Dame Avenue,,Darlinghurst,New South Wales,Australia,2010,622-555-0147,1953-10-27,Bachelors ,Professional,M,S,1,1,2,2,81233.0,0
22158.0,,Derrick,K,Serrano,, Highlands11 Royaler Rd,,Geelong,Victoria,Australia,3220,686-555-0192,1955-07-11,Partial College,Skilled Manual,M,M,1,1,0,1,20590.0,0
21638.0,,Christian,,Long,,308 Willow Pass Road,,Long Beach,California,United States,90802,674-555-0120,1946-02-28,Graduate Degree,Professional,M,S,0,0,0,0,66931.0,1
15500.0,,Yolanda,M,Yuan,,7615 Camino Peral,,Goulburn,New South Wales,Australia,2580,277-555-0156,1967-04-23,High School,Management,F,S,1,4,5,5,17076.0,1
12059.0,,Melissa,W,Watson,,4257 Norman Ave.,,Corvallis,Oregon,United States,97330,101-555-0142,1960-05-17,Bachelors ,Skilled Manual,F,S,1,2,2,4,98570.0,1
17976.0,,Lucas,C,Martinez,,3747 La Vista Avenue,,Redwood City,California,United States,94063,886-555-0129,1975-12-19,Graduate Degree,Professional,M,M,1,0,0,2,58576.0,0
